0.06.260.211 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.06.260.443 I srv          init: The UI is disabled
0.06.260.444 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.06.269.783 I srv    load_model: loading model '<LOCAL_RUNTIME>\models\Qwen3.5-4B-Q4_K_M.gguf'
0.08.266.918 I cmn          init: llama threadpool init, n_threads = 6
0.08.362.689 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.08.362.845 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.369.504 I srv  llama_server: model loaded
0.08.369.519 I srv  llama_server: listening on http://127.0.0.1:18085
8.48.671.218 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
49.11.331.983 I slot print_timing: id  0 | task 132831 |       total time =    5052.57 ms /  1870 tokens
49.11.331.985 I slot print_timing: id  0 | task 132831 |    graphs reused =     129212
49.11.332.208 I slot      release: id  0 | task 132831 | stop processing: n_tokens = 1869, truncated = 0
49.11.353.395 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2945075319
49.11.355.133 I slot launch_slot_: id  0 | task 133096 | processing task, is_child = 0
49.15.554.862 I slot print_timing: id  0 | task 133096 | n_gen =    119, tg =  39.22 t/s, tg_3s =  39.55 t/s
49.16.113.185 I slot print_timing: id  0 | task 133096 | prompt eval time =    1190.75 ms /  1940 tokens (    0.61 ms per token,  1629.22 tokens per second)
49.16.113.196 I slot print_timing: id  0 | task 133096 |        eval time =    3567.26 ms /   148 tokens (   24.27 ms per token,    41.21 tokens per second)
49.16.113.197 I slot print_timing: id  0 | task 133096 |       total time =    4758.01 ms /  2088 tokens
49.16.113.199 I slot print_timing: id  0 | task 133096 |    graphs reused =     129362
49.16.113.412 I slot      release: id  0 | task 133096 | stop processing: n_tokens = 2087, truncated = 0
49.16.124.685 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2949856522
49.16.125.559 I slot launch_slot_: id  0 | task 133251 | processing task, is_child = 0
49.19.826.476 I slot print_timing: id  0 | task 133251 | n_gen =    189, tg =  62.38 t/s, tg_3s =  62.71 t/s
49.20.622.716 I slot print_timing: id  0 | task 133251 | prompt eval time =     687.19 ms /   844 tokens (    0.81 ms per token,  1228.18 tokens per second)
49.20.622.727 I slot print_timing: id  0 | task 133251 |        eval time =    3809.92 ms /   240 tokens (   15.94 ms per token,    62.73 tokens per second)
49.20.622.728 I slot print_timing: id  0 | task 133251 |       total time =    4497.11 ms /  1084 tokens
49.20.622.730 I slot print_timing: id  0 | task 133251 |    graphs reused =     129601
49.20.622.878 I slot      release: id  0 | task 133251 | stop processing: n_tokens = 1083, truncated = 0
49.20.671.975 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2954365989
49.20.672.775 I slot launch_slot_: id  0 | task 133496 | processing task, is_child = 0
49.24.767.854 I slot print_timing: id  0 | task 133496 | n_gen =    182, tg =  60.25 t/s, tg_3s =  60.59 t/s
49.27.773.842 I slot print_timing: id  0 | task 133496 | n_gen =    372, tg =  61.73 t/s, tg_3s =  63.21 t/s
49.28.252.183 I slot print_timing: id  0 | task 133496 | prompt eval time =    1091.11 ms /  1661 tokens (    0.66 ms per token,  1522.30 tokens per second)
49.28.252.195 I slot print_timing: id  0 | task 133496 |        eval time =    6488.26 ms /   402 tokens (   16.18 ms per token,    61.80 tokens per second)
49.28.252.197 I slot print_timing: id  0 | task 133496 |       total time =    7579.37 ms /  2063 tokens
49.28.252.199 I slot print_timing: id  0 | task 133496 |    graphs reused =     130003
49.28.252.386 I slot      release: id  0 | task 133496 | stop processing: n_tokens = 2062, truncated = 0
49.28.270.649 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2961995496
49.28.271.750 I slot launch_slot_: id  0 | task 133904 | processing task, is_child = 0
49.32.794.991 I slot print_timing: id  0 | task 133904 | n_gen =    128, tg =  41.05 t/s, tg_3s =  41.37 t/s
49.33.170.273 I slot print_timing: id  0 | task 133904 | prompt eval time =    1429.35 ms /  2133 tokens (    0.67 ms per token,  1492.28 tokens per second)
49.33.170.289 I slot print_timing: id  0 | task 133904 |        eval time =    3469.07 ms /   151 tokens (   23.13 ms per token,    43.24 tokens per second)
49.33.170.291 I slot print_timing: id  0 | task 133904 |       total time =    4898.42 ms /  2284 tokens
49.33.170.292 I slot print_timing: id  0 | task 133904 |    graphs reused =     130157
49.33.170.553 I slot      release: id  0 | task 133904 | stop processing: n_tokens = 2283, truncated = 0
49.33.186.756 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2966913663
49.33.187.557 I slot launch_slot_: id  0 | task 134062 | processing task, is_child = 0
49.36.930.671 I slot print_timing: id  0 | task 134062 | n_gen =    187, tg =  61.87 t/s, tg_3s =  62.20 t/s
49.38.400.965 I slot print_timing: id  0 | task 134062 | prompt eval time =     736.65 ms /   898 tokens (    0.82 ms per token,  1219.03 tokens per second)
49.38.400.979 I slot print_timing: id  0 | task 134062 |        eval time =    4476.71 ms /   285 tokens (   15.76 ms per token,    63.44 tokens per second)
49.38.400.982 I slot print_timing: id  0 | task 134062 |       total time =    5213.36 ms /  1183 tokens
49.38.400.984 I slot print_timing: id  0 | task 134062 |    graphs reused =     130441
49.38.401.279 I slot      release: id  0 | task 134062 | stop processing: n_tokens = 1182, truncated = 0
49.38.440.037 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2972144390
49.38.440.790 I slot launch_slot_: id  0 | task 134352 | processing task, is_child = 0
49.42.410.065 I slot print_timing: id  0 | task 134352 | n_gen =    190, tg =  62.98 t/s, tg_3s =  63.31 t/s
49.43.611.566 I slot print_timing: id  0 | task 134352 | prompt eval time =     968.22 ms /  1526 tokens (    0.63 ms per token,  1576.08 tokens per second)
49.43.612.189 I slot print_timing: id  0 | task 134352 |        eval time =    4202.52 ms /   268 tokens (   15.74 ms per token,    63.53 tokens per second)
49.43.612.192 I slot print_timing: id  0 | task 134352 |       total time =    5170.74 ms /  1794 tokens
49.43.612.194 I slot print_timing: id  0 | task 134352 |    graphs reused =     130708
49.43.612.363 I slot      release: id  0 | task 134352 | stop processing: n_tokens = 1793, truncated = 0
49.43.634.872 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2977355474
49.43.636.089 I slot launch_slot_: id  0 | task 134626 | processing task, is_child = 0
49.48.331.699 I slot print_timing: id  0 | task 134626 | n_gen =    100, tg =  28.57 t/s, tg_3s =  28.86 t/s
49.49.187.558 I slot print_timing: id  0 | task 134626 | prompt eval time =    1230.64 ms /  1864 tokens (    0.66 ms per token,  1514.65 tokens per second)
49.49.187.569 I slot print_timing: id  0 | task 134626 |        eval time =    4320.78 ms /   143 tokens (   30.43 ms per token,    32.86 tokens per second)
49.49.187.572 I slot print_timing: id  0 | task 134626 |       total time =    5551.42 ms /  2007 tokens
49.49.187.574 I slot print_timing: id  0 | task 134626 |    graphs reused =     130853
49.49.187.846 I slot      release: id  0 | task 134626 | stop processing: n_tokens = 2006, truncated = 0
49.49.239.872 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2982930956
49.49.240.676 I slot launch_slot_: id  0 | task 134776 | processing task, is_child = 0
49.53.518.265 I slot print_timing: id  0 | task 134776 | n_gen =    189, tg =  62.52 t/s, tg_3s =  62.85 t/s
49.53.590.642 I slot print_timing: id  0 | task 134776 | prompt eval time =    1270.50 ms /  1767 tokens (    0.72 ms per token,  1390.80 tokens per second)
49.53.590.654 I slot print_timing: id  0 | task 134776 |        eval time =    3079.44 ms /   194 tokens (   15.96 ms per token,    62.67 tokens per second)
49.53.590.656 I slot print_timing: id  0 | task 134776 |       total time =    4349.93 ms /  1961 tokens
49.53.590.658 I slot print_timing: id  0 | task 134776 |    graphs reused =     131048
49.53.590.863 I slot      release: id  0 | task 134776 | stop processing: n_tokens = 1960, truncated = 0
49.53.609.075 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2987333974
49.53.610.016 I slot launch_slot_: id  0 | task 134977 | processing task, is_child = 0
49.57.699.860 I slot print_timing: id  0 | task 134977 | prompt eval time =    1222.13 ms /  2031 tokens (    0.60 ms per token,  1661.86 tokens per second)
49.57.699.870 I slot print_timing: id  0 | task 134977 |        eval time =    2867.68 ms /   155 tokens (   18.62 ms per token,    53.70 tokens per second)
49.57.699.872 I slot print_timing: id  0 | task 134977 |       total time =    4089.81 ms /  2186 tokens
49.57.699.873 I slot print_timing: id  0 | task 134977 |    graphs reused =     131205
49.57.700.342 I slot      release: id  0 | task 134977 | stop processing: n_tokens = 2185, truncated = 0
49.57.746.968 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2991443453
49.57.747.772 I slot launch_slot_: id  0 | task 135139 | processing task, is_child = 0
50.01.828.404 I slot print_timing: id  0 | task 135139 | prompt eval time =    1082.36 ms /  1764 tokens (    0.61 ms per token,  1629.77 tokens per second)
50.01.828.418 I slot print_timing: id  0 | task 135139 |        eval time =    2998.23 ms /   197 tokens (   15.30 ms per token,    65.37 tokens per second)
50.01.828.420 I slot print_timing: id  0 | task 135139 |       total time =    4080.59 ms /  1961 tokens
50.01.828.422 I slot print_timing: id  0 | task 135139 |    graphs reused =     131403
50.01.828.643 I slot      release: id  0 | task 135139 | stop processing: n_tokens = 1960, truncated = 0
50.01.848.501 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2995571753
50.01.850.308 I slot launch_slot_: id  0 | task 135343 | processing task, is_child = 0
50.06.181.652 I slot print_timing: id  0 | task 135343 | n_gen =    137, tg =  45.10 t/s, tg_3s =  45.43 t/s
50.06.378.417 I slot print_timing: id  0 | task 135343 | prompt eval time =    1315.83 ms /  2031 tokens (    0.65 ms per token,  1543.51 tokens per second)
50.06.378.429 I slot print_timing: id  0 | task 135343 |        eval time =    3212.24 ms /   150 tokens (   21.56 ms per token,    46.39 tokens per second)
50.06.378.430 I slot print_timing: id  0 | task 135343 |       total time =    4528.07 ms /  2181 tokens
50.06.378.432 I slot print_timing: id  0 | task 135343 |    graphs reused =     131555
50.06.378.648 I slot      release: id  0 | task 135343 | stop processing: n_tokens = 2180, truncated = 0
50.06.427.183 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3000121758
50.06.427.752 I slot launch_slot_: id  0 | task 135500 | processing task, is_child = 0
50.10.076.244 I slot print_timing: id  0 | task 135500 | prompt eval time =    1046.47 ms /  1707 tokens (    0.61 ms per token,  1631.20 tokens per second)
50.10.076.257 I slot print_timing: id  0 | task 135500 |        eval time =    2601.90 ms /   170 tokens (   15.40 ms per token,    64.95 tokens per second)
50.10.076.259 I slot print_timing: id  0 | task 135500 |       total time =    3648.37 ms /  1877 tokens
50.10.076.261 I slot print_timing: id  0 | task 135500 |    graphs reused =     131726
50.10.076.477 I slot      release: id  0 | task 135500 | stop processing: n_tokens = 1876, truncated = 0
50.10.096.234 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3003819587
50.10.097.212 I slot launch_slot_: id  0 | task 135676 | processing task, is_child = 0
50.14.315.856 I slot print_timing: id  0 | task 135676 | prompt eval time =    1262.19 ms /  1947 tokens (    0.65 ms per token,  1542.56 tokens per second)
50.14.315.872 I slot print_timing: id  0 | task 135676 |        eval time =    2956.40 ms /   149 tokens (   19.98 ms per token,    50.06 tokens per second)
50.14.315.874 I slot print_timing: id  0 | task 135676 |       total time =    4218.59 ms /  2096 tokens
50.14.315.877 I slot print_timing: id  0 | task 135676 |    graphs reused =     131877
50.14.316.105 I slot      release: id  0 | task 135676 | stop processing: n_tokens = 2095, truncated = 0
50.14.366.541 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3008059215
50.14.367.371 I slot launch_slot_: id  0 | task 135832 | processing task, is_child = 0
50.18.300.942 I slot print_timing: id  0 | task 135832 | n_gen =    192, tg =  63.54 t/s, tg_3s =  63.88 t/s
50.20.171.908 I slot print_timing: id  0 | task 135832 | prompt eval time =     927.69 ms /  1472 tokens (    0.63 ms per token,  1586.74 tokens per second)
50.20.171.926 I slot print_timing: id  0 | task 135832 |        eval time =    4876.81 ms /   311 tokens (   15.73 ms per token,    63.57 tokens per second)
50.20.171.928 I slot print_timing: id  0 | task 135832 |       total time =    5804.50 ms /  1783 tokens
50.20.171.930 I slot print_timing: id  0 | task 135832 |    graphs reused =     132188
50.20.172.100 I slot      release: id  0 | task 135832 | stop processing: n_tokens = 1782, truncated = 0
50.20.198.120 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3013915210
50.20.199.129 I slot launch_slot_: id  0 | task 136149 | processing task, is_child = 0
50.24.453.815 I slot print_timing: id  0 | task 136149 | prompt eval time =    1365.68 ms /  1853 tokens (    0.74 ms per token,  1356.83 tokens per second)
50.24.453.824 I slot print_timing: id  0 | task 136149 |        eval time =    2888.97 ms /   155 tokens (   18.76 ms per token,    53.31 tokens per second)
50.24.453.826 I slot print_timing: id  0 | task 136149 |       total time =    4254.65 ms /  2008 tokens
50.24.453.829 I slot print_timing: id  0 | task 136149 |    graphs reused =     132345
50.24.454.171 I slot      release: id  0 | task 136149 | stop processing: n_tokens = 2007, truncated = 0
50.24.524.194 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3018197282
50.24.524.861 I slot launch_slot_: id  0 | task 136311 | processing task, is_child = 0
50.27.684.067 I slot print_timing: id  0 | task 136311 | prompt eval time =     993.43 ms /  1498 tokens (    0.66 ms per token,  1507.91 tokens per second)
50.27.684.081 I slot print_timing: id  0 | task 136311 |        eval time =    2165.74 ms /   143 tokens (   15.25 ms per token,    65.57 tokens per second)
50.27.684.083 I slot print_timing: id  0 | task 136311 |       total time =    3159.17 ms /  1641 tokens
50.27.684.085 I slot print_timing: id  0 | task 136311 |    graphs reused =     132488
50.27.684.231 I slot      release: id  0 | task 136311 | stop processing: n_tokens = 1640, truncated = 0
50.27.711.645 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3021427341
50.27.713.170 I slot launch_slot_: id  0 | task 136460 | processing task, is_child = 0
50.31.820.802 I slot print_timing: id  0 | task 136460 | n_gen =    145, tg =  47.90 t/s, tg_3s =  48.24 t/s
50.31.881.787 I slot print_timing: id  0 | task 136460 | prompt eval time =    1101.51 ms /  1711 tokens (    0.64 ms per token,  1553.33 tokens per second)
50.31.881.800 I slot print_timing: id  0 | task 136460 |        eval time =    3067.07 ms /   149 tokens (   20.72 ms per token,    48.25 tokens per second)
50.31.881.803 I slot print_timing: id  0 | task 136460 |       total time =    4168.57 ms /  1860 tokens
50.31.881.805 I slot print_timing: id  0 | task 136460 |    graphs reused =     132638
50.31.882.016 I slot      release: id  0 | task 136460 | stop processing: n_tokens = 1859, truncated = 0
50.31.938.021 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3025625126
50.31.938.611 I slot launch_slot_: id  0 | task 136616 | processing task, is_child = 0
50.35.885.107 I slot print_timing: id  0 | task 136616 | n_gen =    191, tg =  63.30 t/s, tg_3s =  63.63 t/s
50.36.041.652 I slot print_timing: id  0 | task 136616 | prompt eval time =     944.67 ms /  1411 tokens (    0.67 ms per token,  1493.64 tokens per second)
50.36.041.668 I slot print_timing: id  0 | task 136616 |        eval time =    3158.33 ms /   201 tokens (   15.79 ms per token,    63.32 tokens per second)
50.36.041.670 I slot print_timing: id  0 | task 136616 |       total time =    4103.01 ms /  1612 tokens
50.36.041.672 I slot print_timing: id  0 | task 136616 |    graphs reused =     132839
50.36.041.904 I slot      release: id  0 | task 136616 | stop processing: n_tokens = 1611, truncated = 0
50.36.065.415 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3029785015
50.36.066.140 I slot launch_slot_: id  0 | task 136823 | processing task, is_child = 0
50.40.088.625 I slot print_timing: id  0 | task 136823 | prompt eval time =    1156.36 ms /  1682 tokens (    0.69 ms per token,  1454.56 tokens per second)
50.40.088.638 I slot print_timing: id  0 | task 136823 |        eval time =    2866.09 ms /   150 tokens (   19.24 ms per token,    51.99 tokens per second)
50.40.088.640 I slot print_timing: id  0 | task 136823 |       total time =    4022.45 ms /  1832 tokens
50.40.088.641 I slot print_timing: id  0 | task 136823 |    graphs reused =     132990
50.40.088.852 I slot      release: id  0 | task 136823 | stop processing: n_tokens = 1831, truncated = 0
50.40.142.354 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3033831962
50.40.143.305 I slot launch_slot_: id  0 | task 136980 | processing task, is_child = 0
50.44.146.338 I slot print_timing: id  0 | task 136980 | n_gen =    189, tg =  62.54 t/s, tg_3s =  62.87 t/s
50.45.444.222 I slot print_timing: id  0 | task 136980 | prompt eval time =     996.97 ms /  1530 tokens (    0.65 ms per token,  1534.65 tokens per second)
50.45.444.233 I slot print_timing: id  0 | task 136980 |        eval time =    4303.91 ms /   272 tokens (   15.88 ms per token,    62.97 tokens per second)
50.45.444.235 I slot print_timing: id  0 | task 136980 |       total time =    5300.88 ms /  1802 tokens
50.45.444.236 I slot print_timing: id  0 | task 136980 |    graphs reused =     133261
50.45.444.406 I slot      release: id  0 | task 136980 | stop processing: n_tokens = 1801, truncated = 0
50.45.474.317 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3039187516
50.45.475.384 I slot launch_slot_: id  0 | task 137258 | processing task, is_child = 0
50.49.660.216 I slot print_timing: id  0 | task 137258 | n_gen =    148, tg =  48.81 t/s, tg_3s =  49.14 t/s
50.49.675.562 I slot print_timing: id  0 | task 137258 | prompt eval time =    1173.22 ms /  1872 tokens (    0.63 ms per token,  1595.61 tokens per second)
50.49.675.595 I slot print_timing: id  0 | task 137258 |        eval time =    3026.92 ms /   149 tokens (   20.45 ms per token,    48.89 tokens per second)
50.49.675.597 I slot print_timing: id  0 | task 137258 |       total time =    4200.14 ms /  2021 tokens
50.49.675.599 I slot print_timing: id  0 | task 137258 |    graphs reused =     133412
50.49.675.792 I slot      release: id  0 | task 137258 | stop processing: n_tokens = 2020, truncated = 0
50.49.753.824 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3043418902
50.49.754.585 I slot launch_slot_: id  0 | task 137414 | processing task, is_child = 0
50.53.365.040 I slot print_timing: id  0 | task 137414 | prompt eval time =     886.40 ms /  1327 tokens (    0.67 ms per token,  1497.07 tokens per second)
50.53.365.055 I slot print_timing: id  0 | task 137414 |        eval time =    2724.01 ms /   179 tokens (   15.30 ms per token,    65.34 tokens per second)
50.53.365.057 I slot print_timing: id  0 | task 137414 |       total time =    3610.41 ms /  1506 tokens
50.53.365.059 I slot print_timing: id  0 | task 137414 |    graphs reused =     133592
50.53.365.209 I slot      release: id  0 | task 137414 | stop processing: n_tokens = 1505, truncated = 0
50.53.388.100 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3047108319
50.53.389.295 I slot launch_slot_: id  0 | task 137599 | processing task, is_child = 0
50.57.275.730 I slot print_timing: id  0 | task 137599 | prompt eval time =    1115.74 ms /  1576 tokens (    0.71 ms per token,  1412.51 tokens per second)
50.57.275.743 I slot print_timing: id  0 | task 137599 |        eval time =    2770.65 ms /   144 tokens (   19.38 ms per token,    51.61 tokens per second)
50.57.275.745 I slot print_timing: id  0 | task 137599 |       total time =    3886.39 ms /  1720 tokens
50.57.275.747 I slot print_timing: id  0 | task 137599 |    graphs reused =     133737
50.57.275.924 I slot      release: id  0 | task 137599 | stop processing: n_tokens = 1719, truncated = 0
50.57.318.134 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3051019034
50.57.318.614 I slot launch_slot_: id  0 | task 137749 | processing task, is_child = 0
51.00.930.314 I slot print_timing: id  0 | task 137749 | prompt eval time =     986.98 ms /  1614 tokens (    0.61 ms per token,  1635.29 tokens per second)
51.00.930.331 I slot print_timing: id  0 | task 137749 |        eval time =    2624.65 ms /   173 tokens (   15.26 ms per token,    65.53 tokens per second)
51.00.930.333 I slot print_timing: id  0 | task 137749 |       total time =    3611.62 ms /  1787 tokens
51.00.930.337 I slot print_timing: id  0 | task 137749 |    graphs reused =     133912
51.00.930.531 I slot      release: id  0 | task 137749 | stop processing: n_tokens = 1786, truncated = 0
51.00.947.948 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3054673642
51.00.949.106 I slot launch_slot_: id  0 | task 137928 | processing task, is_child = 0
51.05.241.825 I slot print_timing: id  0 | task 137928 | n_gen =    120, tg =  38.88 t/s, tg_3s =  39.21 t/s
51.05.957.555 I slot print_timing: id  0 | task 137928 | prompt eval time =    1232.31 ms /  1857 tokens (    0.66 ms per token,  1506.92 tokens per second)
51.05.957.570 I slot print_timing: id  0 | task 137928 |        eval time =    3776.09 ms /   156 tokens (   24.36 ms per token,    41.05 tokens per second)
51.05.957.573 I slot print_timing: id  0 | task 137928 |       total time =    5008.40 ms /  2013 tokens
51.05.957.575 I slot print_timing: id  0 | task 137928 |    graphs reused =     134070
51.05.957.818 I slot      release: id  0 | task 137928 | stop processing: n_tokens = 2012, truncated = 0
51.05.968.461 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3059700928
51.05.969.353 I slot launch_slot_: id  0 | task 138091 | processing task, is_child = 0
51.08.350.982 I slot print_timing: id  0 | task 138091 | prompt eval time =     714.73 ms /   868 tokens (    0.82 ms per token,  1214.45 tokens per second)
51.08.350.998 I slot print_timing: id  0 | task 138091 |        eval time =    1666.85 ms /   108 tokens (   15.58 ms per token,    64.19 tokens per second)
51.08.351.001 I slot print_timing: id  0 | task 138091 |       total time =    2381.58 ms /   976 tokens
51.08.351.004 I slot print_timing: id  0 | task 138091 |    graphs reused =     134178
51.08.351.122 I slot      release: id  0 | task 138091 | stop processing: n_tokens = 975, truncated = 0
51.08.378.917 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3062094232
51.08.379.789 I slot launch_slot_: id  0 | task 138204 | processing task, is_child = 0
51.12.464.800 I slot print_timing: id  0 | task 138204 | n_gen =    195, tg =  64.59 t/s, tg_3s =  64.92 t/s
51.13.305.300 I slot print_timing: id  0 | task 138204 | prompt eval time =    1081.34 ms /  1721 tokens (    0.63 ms per token,  1591.55 tokens per second)
51.13.305.311 I slot print_timing: id  0 | task 138204 |        eval time =    3844.13 ms /   251 tokens (   15.38 ms per token,    65.03 tokens per second)
51.13.305.313 I slot print_timing: id  0 | task 138204 |       total time =    4925.47 ms /  1972 tokens
51.13.305.314 I slot print_timing: id  0 | task 138204 |    graphs reused =     134430
51.13.305.479 I slot      release: id  0 | task 138204 | stop processing: n_tokens = 1971, truncated = 0
51.13.332.782 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3067048589
51.13.334.711 I slot launch_slot_: id  0 | task 138461 | processing task, is_child = 0
51.17.528.061 I slot print_timing: id  0 | task 138461 | n_gen =    124, tg =  40.25 t/s, tg_3s =  40.58 t/s
51.17.895.062 I slot print_timing: id  0 | task 138461 | prompt eval time =    1137.59 ms /  2042 tokens (    0.56 ms per token,  1795.03 tokens per second)
51.17.895.098 I slot print_timing: id  0 | task 138461 |        eval time =    3422.72 ms /   149 tokens (   23.13 ms per token,    43.24 tokens per second)
51.17.895.101 I slot print_timing: id  0 | task 138461 |       total time =    4560.30 ms /  2191 tokens
51.17.895.103 I slot print_timing: id  0 | task 138461 |    graphs reused =     134581
51.17.895.365 I slot      release: id  0 | task 138461 | stop processing: n_tokens = 2190, truncated = 0
51.17.905.957 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3071638475
51.17.906.447 I slot launch_slot_: id  0 | task 138617 | processing task, is_child = 0
51.19.950.560 I slot print_timing: id  0 | task 138617 | prompt eval time =     662.13 ms /   967 tokens (    0.68 ms per token,  1460.44 tokens per second)
51.19.950.570 I slot print_timing: id  0 | task 138617 |        eval time =    1381.95 ms /    91 tokens (   15.36 ms per token,    65.13 tokens per second)
51.19.950.571 I slot print_timing: id  0 | task 138617 |       total time =    2044.08 ms /  1058 tokens
51.19.950.573 I slot print_timing: id  0 | task 138617 |    graphs reused =     134671
51.19.950.671 I slot      release: id  0 | task 138617 | stop processing: n_tokens = 1057, truncated = 0
51.19.976.004 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3073693781
51.19.976.316 I slot launch_slot_: id  0 | task 138713 | processing task, is_child = 0
51.24.014.053 I slot print_timing: id  0 | task 138713 | n_gen =    194, tg =  64.29 t/s, tg_3s =  64.62 t/s
51.25.891.833 I slot print_timing: id  0 | task 138713 | prompt eval time =    1035.60 ms /  1645 tokens (    0.63 ms per token,  1588.46 tokens per second)
51.25.891.850 I slot print_timing: id  0 | task 138713 |        eval time =    4879.89 ms /   319 tokens (   15.35 ms per token,    65.17 tokens per second)
51.25.891.852 I slot print_timing: id  0 | task 138713 |       total time =    5915.48 ms /  1964 tokens
51.25.891.853 I slot print_timing: id  0 | task 138713 |    graphs reused =     134991
51.25.892.068 I slot      release: id  0 | task 138713 | stop processing: n_tokens = 1963, truncated = 0
51.25.910.875 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3079635178
51.25.911.870 I slot launch_slot_: id  0 | task 139038 | processing task, is_child = 0
51.30.613.743 I slot print_timing: id  0 | task 139038 | n_gen =    100, tg =  28.44 t/s, tg_3s =  28.73 t/s
51.31.502.160 I slot print_timing: id  0 | task 139038 | prompt eval time =    1220.97 ms /  2034 tokens (    0.60 ms per token,  1665.89 tokens per second)
51.31.502.173 I slot print_timing: id  0 | task 139038 |        eval time =    4369.28 ms /   148 tokens (   29.72 ms per token,    33.64 tokens per second)
51.31.502.176 I slot print_timing: id  0 | task 139038 |       total time =    5590.25 ms /  2182 tokens
51.31.502.177 I slot print_timing: id  0 | task 139038 |    graphs reused =     135141
51.31.502.425 I slot      release: id  0 | task 139038 | stop processing: n_tokens = 2181, truncated = 0
51.31.511.412 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3085245536
51.31.511.820 I slot launch_slot_: id  0 | task 139193 | processing task, is_child = 0
51.33.627.860 I slot print_timing: id  0 | task 139193 | prompt eval time =     642.96 ms /   885 tokens (    0.73 ms per token,  1376.45 tokens per second)
51.33.627.871 I slot print_timing: id  0 | task 139193 |        eval time =    1473.04 ms /    96 tokens (   15.51 ms per token,    64.49 tokens per second)
51.33.627.873 I slot print_timing: id  0 | task 139193 |       total time =    2116.00 ms /   981 tokens
51.33.627.875 I slot print_timing: id  0 | task 139193 |    graphs reused =     135237
51.33.628.001 I slot      release: id  0 | task 139193 | stop processing: n_tokens = 980, truncated = 0
51.33.669.593 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3087371112
51.33.670.340 I slot launch_slot_: id  0 | task 139294 | processing task, is_child = 0
51.37.499.397 I slot print_timing: id  0 | task 139294 | n_gen =    192, tg =  63.53 t/s, tg_3s =  63.87 t/s
51.40.504.337 I slot print_timing: id  0 | task 139294 | n_gen =    380, tg =  63.05 t/s, tg_3s =  62.56 t/s
51.41.642.777 I slot print_timing: id  0 | task 139294 | prompt eval time =     822.77 ms /  1415 tokens (    0.58 ms per token,  1719.79 tokens per second)
51.41.642.802 I slot print_timing: id  0 | task 139294 |        eval time =    7149.62 ms /   453 tokens (   15.82 ms per token,    63.22 tokens per second)
51.41.642.804 I slot print_timing: id  0 | task 139294 |       total time =    7972.39 ms /  1868 tokens
51.41.642.806 I slot print_timing: id  0 | task 139294 |    graphs reused =     135689
51.41.642.996 I slot      release: id  0 | task 139294 | stop processing: n_tokens = 1867, truncated = 0
51.41.662.253 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3095386106
51.41.664.540 I slot launch_slot_: id  0 | task 139753 | processing task, is_child = 0
